Taxon,Species,Genus,Family,Museum Number,Locality,Continent,Country,lat,lng,Latlng_Precision,Group,Formation,Member,Formation_Notes,Age,max_stage,min_stage,Original Order,Finalised_lith,Lithology,Finalised_grainsize,Grain Size,Specimen Info. I eventually stopped recording this.,Publication. I also eventually stopped recording this.,Notes,Preservational State/Notes,More Notes,Strat Citation,,Subperiod,Preservation Score,Description,Period,x,Museum,Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devonocidaris sp. (primaevus),sp.,Devonocidaris,Archaeocidaridae,USNM 71033,"Baumgarder Mill, 4 Miles SE of Nova Springs Iowa",North America,USA,43.097358,-92.982907,Minutes,,Shell Rock Formation,Mason City Member,"Mason City Member, Shell Rock Formation, Frasnian",Frasnian,Frasnian,Frasnian,1195,Carbonate,Carbonate,Wackestone,Wackestone,,,"Eatonia Faunule, Hexacrinus Zone, Mason City Substage, Shellrock Stage",,,,,NA,2,"( interambulacral plates, spines + teeth/hemipyramids)",Devonian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bothriocidaris maquoketensis,maquoketensis,Bothriocidaris,Bothriocidaridae,SUI 42700,"Southeast of Fort Atkinson, Winneshiek Co., Iowa",North America,USA,43.135354,-91.922489,Minutes,Maquoketa Group,Fort Atkinson Formation,,"Fort Atkinson Formation, Maquoketa Group",Katian,Katian,Katian,43,,,,,,,Holotype,Test, Dicellograptus complanatus graptolite zone,"Goldman and Bergstrom, 1997",,NA,,,Ordovician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koninckocidaris silurica,silurica,Koninckocidaris,Lepidocentridae,,"Rochester, New York, USA",North America,USA,43.159948,-77.612406,Minutes,,Rochester Formation,,Rochester Formation,Sheinwoodian,Sheinwoodian,Sheinwoodian,2564,,,,,,,,,,"Cramer, 2009",,,,,Silurian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhenechinus ibericus,ibericus,Rhenechinus,Echinocystitidae,EE 13984,"Quarry at cap la vela Arnao village, Asturias, northern Spain",Europe,Spain,43.575401,-5.97623,Minutes,,Aguion Formation,,"Aguion Formation, Upper Emsian, Lower Devonian",Emsian,Emsian,Emsian,254,Carbonate,Carbonate,Wackestone,Wackestone,,,,,,Smith et al. 2013,,NA,2,(ambulacra + interambulacral plates),Devonian,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhenechinus ibericus,ibericus,Rhenechinus,Echinocystitidae,USNM ?,"Outcrops alongside the sea west side of Arnao beach, 22 km North of Piedras Blancas, 60 KM NW of Asturias, Spain, ",Europe,Spain,43.578906,-5.983146,Seconds,,Ferrones Formation,,Ferrones Formation,Emsian,Emsian,Emsian,529,Carbonate,Carbonate,Wackestone,wackestone,,,,,,,,,3,ambs interambs,Devonian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris? sp.,sp.,Archaeocidaris,Archaeocidaridae,?,1 mile SE of Bayport Michigan,North America,USA,43.839317,-83.357185,Seconds,,Bayport Limestone,,Bayport Limestone,Visean,Visean,Visean,1198,Carbonate,Carbonate,Wackestone,Wackestone,,,,,,"Towne, Master's Thesis",,Mississippian,2,( interambulacral plates + spines),Mississippian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaridae indet.,?,?,Archaeocidaridae,Cat 103626,"Omer, Michigan",North America,USA,44.048624,-83.855877,Minutes,,,,"""Subcarboniferous""",,,,2137,Carbonate,Carbonate,Mudstone,mudstone,,,,,,,,?,2,spines and interambs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyattechinus laudoni,laudoni,Hyattechinus,Proterocidaridae,USNM 144224,"Fairy Lake area, Montana",North America,USA,45.904254,-110.959349,Minutes,,Lodgepole Formation,,Lodgepole Formation,Tournaisian,Tournaisian,Tournaisian,586,Carbonate,Carbonate,Misc. Fine Grained,Fine Grained,Whole Test,"Kier, 1965",,,,"Saltzman, 2002",,Mississippian,4,"ambs, interambs, apical system. Lantern",Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serpianotiaris coaeva,coaeva,Serpianotiaris,Serpianotiaridae,Holotype of S. heschleri in Museum at University of Zurich,"near Serpiano (Aqua del Ghiffo, Tessin medidional), Switzerland",Europe,Switzerland,45.911702,8.929052,Minutes,,,,"Middle Triassic, Ladinian",Ladinian,Ladinian,Ladinian,2764,,,,,,,,,,,,,5,"ambs, interambs spines",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eotiaris teseroensis,teseroensis,Eotiaris,Miocidaridae,MPL 8651-1,"Tesero Section, Dolomites, Italy",Europe,Italy,46.286565,11.519833,Seconds,,Werfen Formation,Tesero Member,"Tesero Member, Werfen Formation",Changhsingian,Changhsingian,Changhsingian,2766,Carbonate,Carbonate,Packstone,Packstone,,,,,,,,-,3,interamb,Permian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triadocidaris giauensis,giauensis,Triadocidaris,Triadocidaridae,MCA 163-G-Z,"Forcella, Giau",Europe,Italy,46.475691,12.076388,Seconds,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2843,,,,,,,,,,,,,4,"interambs, ambs",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikrocidaris pentagona,pentagona,Mikrocidaris,Cidaridae,MCA 117-G-Z,"Forcella, Giau",Europe,Italy,46.475691,12.076388,Seconds,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2847,,,,,,,,,,,,,4,"interambs, ambs",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zardinechinus lancedelli,lancedelli,Zardinechinus,Cidaridae,MCA 3135-C-Z,Campo,Europe,Italy,46.482571,12.105185,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2850,,,,,,,,,,,,,3,"interambs, ambs",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zardinechinus lancedelli,lancedelli,Zardinechinus,Cidaridae,MCA 3136-C-Z,Campo,Europe,Italy,46.482571,12.105185,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2851,,,,,,,,,,,,,3,interamb fragment,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zardinechinus lancedelli,lancedelli,Zardinechinus,Cidaridae,MCA 3137-C-Z,Campo,Europe,Italy,46.482571,12.105185,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2852,,,,,,,,,,,,,3,interamb fragment,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zardinechinus lancedelli,lancedelli,Zardinechinus,Cidaridae,MCA 3138-C-Z,Campo,Europe,Italy,46.482571,12.105185,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2853,,,,,,,,,,,,,3,interamb fragment,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zardinechinus lancedelli,lancedelli,Zardinechinus,Cidaridae,MCA 3139-C-Z,Campo,Europe,Italy,46.482571,12.105185,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2854,,,,,,,,,,,,,3,interamb fragment,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zardinechinus lancedelli,lancedelli,Zardinechinus,Cidaridae,MCA 3140-C-Z,Campo,Europe,Italy,46.482571,12.105185,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2855,,,,,,,,,,,,,3,interamb fragment,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?,?,?,Cidaridae,MCA 126-C-L,Campo,Europe,Italy,46.482571,12.105185,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2860,,,,,,,,,,,,,3,interamb fragment,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triadocidaris venusta,venusta,Triadocidaris,Triadocidaridae,MCA 174-M-Z,Milieres,Europe,Italy,46.518655,12.123073,Seconds,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2840,,,,,,,,,,,,,4,"interambs, ambs",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikrocidaris pentagona,pentagona,Mikrocidaris,Cidaridae,MCA ?,Milieres,Europe,Italy,46.518655,12.123073,Seconds,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2848,,,,,,,,,,,,,4,"interambs, ambs",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zardinechinus lancedelli,lancedelli,Zardinechinus,Cidaridae,MCA 172-Mi-L,Milieres,Europe,Italy,46.518655,12.123073,Seconds,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2849,,,,,,,,,,,,,4,"interambs, ambs",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leurocidaris montanaro,montanaro,Leurocidaris,Cidaridae,MCA 142-Mi-L,Milieres,Europe,Italy,46.518655,12.123073,Seconds,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2863,,,,,,,,,,,,,4,"ambs, interambs",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leurocidaris montanaro,montanaro,Leurocidaris,Cidaridae,MCA 3141-Mi-Z,Milieres,Europe,Italy,46.518655,12.123073,Seconds,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2864,,,,,,,,,,,,,3,interamb fragment,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zardinechinus lancedelli,lancedelli,Zardinechinus,Cidaridae,MCA 152-CZ-L,Cianzopé,Europe,Italy,46.532973,12.071837,Seconds,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2857,,,,,,,,,,,,,4,"ambs, interambs",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triadocidaris venusta,venusta,Triadocidaris,Triadocidaridae,MCA 173-T-Z,Tamarin,Europe,Italy,46.560525,12.148866,Seconds,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2841,,,,,,,,,,,,,4,"interambs, ambs",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiarechinus princeps,princeps,Tiarechinus,Arbaciidae,MCA 182-ST-Z,Boa Staolin,Europe,Italy,46.561822,12.177677,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2878,,,,,,,,,,,,,4,"ambs, interambs, apical system",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triadocidaris subsimilis,subsimilis,Triadocidaris,Triadocidaridae,AS VII 437,San Cassiano,Europe,Italy,46.566997,11.951446,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2830,,,,,,,,,,,,,3,"ambs, interambs",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triadocidaris subsimilis,subsimilis,Triadocidaris,Triadocidaridae,AS VII 437,San Cassiano,Europe,Italy,46.566997,11.951446,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2831,,,,,,,,,,,,,1,interamb,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triadocidaris subsimilis,subsimilis,Triadocidaris,Triadocidaridae,AS VII 437,San Cassiano,Europe,Italy,46.566997,11.951446,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2832,,,,,,,,,,,,,1,interamb,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triadocidaris subsimilis,subsimilis,Triadocidaris,Triadocidaridae,Figured Specimen GB 4478,San Cassiano,Europe,Italy,46.566997,11.951446,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2833,,,,,,,,,,,,,3,interamb fragment,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triadocidaris subsimilis,subsimilis,Triadocidaris,Triadocidaridae,,San Cassiano,Europe,Italy,46.566997,11.951446,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2834,,,,,,,,,,,,,4,"ambs, interambs, apical plates",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triadocidaris suessii,suessii,Triadocidaris,Triadocidaridae,Paralectotype GB 4483b,San Cassiano,Europe,Italy,46.566997,11.951446,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2835,,,,,,,,,,,,,3,interambs,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triadocidaris suessii,suessii,Triadocidaris,Triadocidaridae,Lectotype GB 4483a,San Cassiano,Europe,Italy,46.566997,11.951446,Minutes,,San Cassiano Formation,,San Cassiano Formation,Carnian,Carnian,Carnian,2836,,,,,,,,,,,,,3,interambs,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
